"0...1","Число избирателей, внесенных в список избирателей на момент окончания голосования","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования","Число погашенных избирательных бюллетеней","Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования","Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования","Число недействительных избирательных бюллетеней","Число действительных избирательных бюллетеней","Число открепительных удостоверений, полученных участковой избирательной комиссией","Число открепительных удостоверений, выданных на избирательном участке до дня голосования","Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке","Число погашенных неиспользованных открепительных удостоверений","Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией","Число утраченных открепительных удостоверений","Число утраченных избирательных бюллетеней","Число избирательных бюллетеней, не учтенных при получении","0...20","1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА""","0...22","2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ","0...24","3. Политическая партия ""Российская партия пенсионеров за справедливость""","0...26","4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ""","0...28","5. Политическая партия ""Российская экологическая партия ""Зеленые""","0...30","6. Политическая партия ""Гражданская Платформа""","0...32","7. Политическая партия ЛДПР - Либерально-демократическая партия России","0...34","8. Политическая партия ""Партия народной свободы"" (ПАРНАС)","0...36","9. Всероссийская политическая партия ""ПАРТИЯ РОСТА""","0...38","10. Общественная организация Всероссийская политическая партия ""Гражданская Сила""","0...40","11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО""","0...42","12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""","0...44","13. Политическая партия ""ПАТРИОТЫ РОССИИ""","0...46","14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ","0...48"
"УИК №1228",1536,1500,0,608,13,879,13,602,23,592,40,23,33,17,9,0,0,0,0,16,"2.60%",12,"1.95%",29,"4.72%",245,"39.84%",15,"2.44%",1,"0.16%",106,"17.24%",10,"1.63%",44,"7.15%",1,"0.16%",23,"3.74%",65,"10.57%",1,"0.16%",24,"3.90%"
"УИК №1229",1903,1500,0,787,8,705,8,785,25,768,60,43,24,17,8,0,0,0,0,12,"1.51%",8,"1.01%",15,"1.89%",388,"48.93%",6,"0.76%",1,"0.13%",120,"15.13%",7,"0.88%",45,"5.67%",3,"0.38%",32,"4.04%",92,"11.60%",1,"0.13%",38,"4.79%"
"УИК №1230",1976,1500,0,807,24,667,24,807,26,805,40,30,15,10,5,0,2,0,0,24,"2.89%",15,"1.81%",22,"2.65%",386,"46.45%",12,"1.44%",2,"0.24%",98,"11.79%",10,"1.20%",70,"8.42%",1,"0.12%",39,"4.69%",94,"11.31%",3,"0.36%",29,"3.49%"
"УИК №1231",1852,1500,0,732,6,762,6,732,19,719,40,26,36,14,5,0,0,0,0,18,"2.44%",3,"0.41%",18,"2.44%",347,"47.02%",8,"1.08%",4,"0.54%",115,"15.58%",12,"1.63%",63,"8.54%",2,"0.27%",32,"4.34%",71,"9.62%",2,"0.27%",24,"3.25%"
"УИК №1232",1877,1500,0,676,8,816,8,668,20,656,30,23,7,7,14,0,0,0,0,10,"1.48%",8,"1.18%",17,"2.51%",293,"43.34%",7,"1.04%",1,"0.15%",111,"16.42%",15,"2.22%",46,"6.80%",2,"0.30%",25,"3.70%",89,"13.17%",2,"0.30%",30,"4.44%"
"УИК №1233",2420,2000,0,1499,5,496,5,1499,35,1469,40,28,29,12,10,0,0,0,0,22,"1.46%",11,"0.73%",17,"1.13%",1006,"66.89%",21,"1.40%",0,"0.00%",209,"13.90%",9,"0.60%",39,"2.59%",2,"0.13%",31,"2.06%",85,"5.65%",3,"0.20%",14,"0.93%"
"УИК №1234",2305,2000,0,862,16,1122,16,861,33,844,40,31,15,9,10,0,0,0,0,14,"1.60%",8,"0.91%",17,"1.94%",427,"48.69%",6,"0.68%",0,"0.00%",115,"13.11%",8,"0.91%",61,"6.96%",1,"0.11%",39,"4.45%",95,"10.83%",1,"0.11%",52,"5.93%"
"УИК №1235",2143,2000,0,746,6,1248,6,745,29,722,40,18,16,22,3,0,0,0,0,12,"1.60%",7,"0.93%",18,"2.40%",334,"44.47%",13,"1.73%",2,"0.27%",107,"14.25%",8,"1.07%",65,"8.66%",1,"0.13%",28,"3.73%",87,"11.58%",4,"0.53%",36,"4.79%"
"УИК №1236",2031,2000,0,743,3,1254,3,743,28,718,30,23,21,7,1,0,0,0,0,10,"1.34%",12,"1.61%",25,"3.35%",313,"41.96%",8,"1.07%",3,"0.40%",115,"15.42%",3,"0.40%",57,"7.64%",1,"0.13%",26,"3.49%",101,"13.54%",3,"0.40%",41,"5.50%"
"УИК №1237",1860,1500,0,773,10,717,10,772,23,759,40,34,31,6,36,0,0,0,0,24,"3.07%",11,"1.41%",7,"0.90%",363,"46.42%",20,"2.56%",0,"0.00%",125,"15.98%",4,"0.51%",54,"6.91%",0,"0.00%",30,"3.84%",83,"10.61%",4,"0.51%",34,"4.35%"
"УИК №1238",1129,1000,0,429,5,566,5,428,12,421,30,7,10,23,7,0,0,0,0,10,"2.31%",6,"1.39%",15,"3.46%",205,"47.34%",3,"0.69%",0,"0.00%",46,"10.62%",7,"1.62%",42,"9.70%",0,"0.00%",21,"4.85%",44,"10.16%",2,"0.46%",20,"4.62%"
"УИК №2293",443,443,0,443,0,0,0,443,5,438,0,0,0,0,0,0,0,0,0,4,"0.90%",1,"0.23%",2,"0.45%",354,"79.91%",2,"0.45%",1,"0.23%",39,"8.80%",2,"0.45%",1,"0.23%",0,"0.00%",2,"0.45%",22,"4.97%",1,"0.23%",7,"1.58%"
"УИК №2294",58,58,0,58,0,0,0,58,0,58,0,0,0,0,0,0,0,0,0,1,"1.72%",1,"1.72%",1,"1.72%",28,"48.28%",1,"1.72%",0,"0.00%",14,"24.14%",0,"0.00%",1,"1.72%",1,"1.72%",1,"1.72%",6,"10.34%",0,"0.00%",3,"5.17%"
"УИК №2295",23,23,0,23,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,"0.00%",0,"0.00%",0,"0.00%",16,"69.57%",1,"4.35%",0,"0.00%",2,"8.70%",2,"8.70%",0,"0.00%",0,"0.00%",0,"0.00%",1,"4.35%",0,"0.00%",1,"4.35%"
"Сумма",169604,151450,0,51225,879,99346,879,51075,1056,50898,3007,1757,1159,1250,628,0,0,0,0,1496,"2.88%",582,"1.12%",1158,"2.23%",17764,"34.19%",908,"1.75%",127,"0.24%",6157,"11.85%",1327,"2.55%",4627,"8.91%",120,"0.23%",5268,"10.14%",5897,"11.35%",230,"0.44%",5237,"10.08%"
"УИК №1867",2562,2500,0,771,12,1717,12,771,19,764,41,34,25,7,19,0,0,0,0,17,"2.17%",6,"0.77%",26,"3.32%",275,"35.12%",9,"1.15%",1,"0.13%",139,"17.75%",12,"1.53%",70,"8.94%",2,"0.26%",55,"7.02%",99,"12.64%",1,"0.13%",52,"6.64%"
"УИК №1868",2454,2000,0,812,7,1181,7,810,19,798,41,21,15,20,17,0,0,0,0,18,"2.20%",9,"1.10%",20,"2.45%",276,"33.78%",18,"2.20%",1,"0.12%",123,"15.06%",20,"2.45%",71,"8.69%",1,"0.12%",87,"10.65%",104,"12.73%",5,"0.61%",45,"5.51%"
"УИК №1869",2610,2500,0,862,4,1634,4,862,18,848,41,21,9,20,15,0,0,0,0,21,"2.42%",9,"1.04%",24,"2.77%",267,"30.83%",17,"1.96%",1,"0.12%",122,"14.09%",19,"2.19%",70,"8.08%",1,"0.12%",117,"13.51%",114,"13.16%",2,"0.23%",64,"7.39%"
"УИК №1870",2683,2500,0,777,9,1714,9,777,8,778,41,30,31,11,26,0,0,0,0,18,"2.29%",12,"1.53%",14,"1.78%",296,"37.66%",5,"0.64%",0,"0.00%",114,"14.50%",12,"1.53%",73,"9.29%",0,"0.00%",76,"9.67%",101,"12.85%",1,"0.13%",56,"7.12%"
"УИК №1871",2892,2500,0,712,6,1782,6,712,9,709,41,17,9,24,6,0,0,0,0,27,"3.76%",10,"1.39%",9,"1.25%",213,"29.67%",14,"1.95%",4,"0.56%",75,"10.45%",29,"4.04%",78,"10.86%",1,"0.14%",134,"18.66%",71,"9.89%",2,"0.28%",42,"5.85%"
"УИК №1872",2267,2000,0,709,8,1283,8,708,14,702,41,17,53,24,30,0,0,0,0,14,"1.96%",12,"1.68%",20,"2.79%",220,"30.73%",16,"2.23%",2,"0.28%",102,"14.25%",18,"2.51%",83,"11.59%",1,"0.14%",73,"10.20%",87,"12.15%",4,"0.56%",50,"6.98%"
"УИК №1873",1961,1500,0,732,10,758,10,731,20,721,41,23,20,18,21,0,0,0,0,20,"2.70%",13,"1.75%",14,"1.89%",262,"35.36%",8,"1.08%",1,"0.13%",86,"11.61%",15,"2.02%",70,"9.45%",2,"0.27%",90,"12.15%",95,"12.82%",7,"0.94%",38,"5.13%"
"УИК №1874",2025,2000,0,643,7,1350,7,634,22,619,41,21,23,20,8,0,0,0,0,21,"3.28%",7,"1.09%",20,"3.12%",231,"36.04%",11,"1.72%",0,"0.00%",82,"12.79%",19,"2.96%",53,"8.27%",2,"0.31%",51,"7.96%",62,"9.67%",2,"0.31%",58,"9.05%"
"УИК №1875",1712,1500,0,503,6,991,6,494,9,491,31,17,15,14,18,0,0,0,0,8,"1.60%",2,"0.40%",7,"1.40%",182,"36.40%",13,"2.60%",4,"0.80%",74,"14.80%",10,"2.00%",54,"10.80%",0,"0.00%",49,"9.80%",56,"11.20%",4,"0.80%",28,"5.60%"
"УИК №1876",2070,2000,0,661,46,1293,46,661,23,684,41,26,13,15,12,0,0,0,0,5,"0.71%",5,"0.71%",10,"1.41%",284,"40.17%",11,"1.56%",2,"0.28%",93,"13.15%",16,"2.26%",60,"8.49%",0,"0.00%",64,"9.05%",69,"9.76%",5,"0.71%",60,"8.49%"
"УИК №1877",2443,2000,0,788,14,1198,14,788,25,777,41,20,23,21,19,0,0,0,0,16,"1.99%",11,"1.37%",11,"1.37%",263,"32.79%",10,"1.25%",0,"0.00%",121,"15.09%",14,"1.75%",73,"9.10%",0,"0.00%",84,"10.47%",96,"11.97%",2,"0.25%",76,"9.48%"
"УИК №1878",2347,2000,0,768,22,1210,22,768,18,772,41,22,13,19,12,0,0,0,0,18,"2.28%",5,"0.63%",18,"2.28%",286,"36.20%",18,"2.28%",0,"0.00%",89,"11.27%",14,"1.77%",66,"8.35%",2,"0.25%",82,"10.38%",97,"12.28%",2,"0.25%",75,"9.49%"
"УИК №1879",2502,2500,0,764,23,1713,23,764,27,760,41,22,9,19,14,0,0,0,0,13,"1.65%",8,"1.02%",14,"1.78%",277,"35.20%",10,"1.27%",2,"0.25%",104,"13.21%",18,"2.29%",66,"8.39%",1,"0.13%",71,"9.02%",81,"10.29%",6,"0.76%",89,"11.31%"
"УИК №1880",2434,2000,0,731,12,1257,12,731,23,720,41,18,20,23,13,0,0,0,0,18,"2.42%",6,"0.81%",23,"3.10%",248,"33.38%",11,"1.48%",4,"0.54%",87,"11.71%",11,"1.48%",74,"9.96%",1,"0.13%",73,"9.83%",101,"13.59%",3,"0.40%",60,"8.08%"
"УИК №1881",2412,2000,0,741,13,1246,13,740,17,736,41,20,17,21,7,0,0,0,0,19,"2.52%",8,"1.06%",11,"1.46%",237,"31.47%",10,"1.33%",0,"0.00%",108,"14.34%",15,"1.99%",67,"8.90%",0,"0.00%",88,"11.69%",93,"12.35%",3,"0.40%",77,"10.23%"
"УИК №1882",2414,2000,0,776,7,1217,7,776,5,778,41,27,12,14,25,0,0,0,0,20,"2.55%",10,"1.28%",19,"2.43%",279,"35.63%",18,"2.30%",3,"0.38%",87,"11.11%",30,"3.83%",82,"10.47%",2,"0.26%",61,"7.79%",111,"14.18%",1,"0.13%",55,"7.02%"
"УИК №1883",2751,2500,0,823,8,1669,8,815,22,801,41,21,42,20,6,0,0,0,0,24,"2.92%",5,"0.61%",21,"2.55%",258,"31.35%",18,"2.19%",3,"0.36%",97,"11.79%",30,"3.65%",80,"9.72%",1,"0.12%",89,"10.81%",98,"11.91%",6,"0.73%",71,"8.63%"
"УИК №1884",2648,2500,0,790,10,1700,10,790,15,785,41,27,2,14,4,0,0,0,0,27,"3.38%",11,"1.38%",14,"1.75%",256,"32.00%",8,"1.00%",3,"0.38%",88,"11.00%",20,"2.50%",87,"10.88%",2,"0.25%",120,"15.00%",97,"12.13%",1,"0.13%",51,"6.38%"
"УИК №1885",2674,2500,0,779,9,1712,9,777,14,772,41,25,32,16,17,0,0,0,0,29,"3.69%",13,"1.65%",21,"2.67%",223,"28.37%",16,"2.04%",5,"0.64%",96,"12.21%",29,"3.69%",75,"9.54%",4,"0.51%",84,"10.69%",102,"12.98%",1,"0.13%",74,"9.41%"
"УИК №1886",1819,1500,0,458,6,1036,6,458,10,454,31,19,5,12,1,0,0,0,0,8,"1.72%",7,"1.51%",12,"2.59%",171,"36.85%",16,"3.45%",0,"0.00%",51,"10.99%",7,"1.51%",32,"6.90%",1,"0.22%",64,"13.79%",58,"12.50%",3,"0.65%",24,"5.17%"
"УИК №1887",2375,2000,0,647,18,1335,18,644,11,651,41,16,25,25,10,0,0,0,0,18,"2.72%",7,"1.06%",13,"1.96%",230,"34.74%",13,"1.96%",0,"0.00%",114,"17.22%",12,"1.81%",58,"8.76%",1,"0.15%",63,"9.52%",71,"10.73%",5,"0.76%",46,"6.95%"
"УИК №1888",2276,2000,0,767,8,1225,8,766,17,757,41,15,39,26,9,0,0,0,0,34,"4.39%",8,"1.03%",17,"2.20%",254,"32.82%",11,"1.42%",2,"0.26%",94,"12.14%",23,"2.97%",64,"8.27%",1,"0.13%",89,"11.50%",90,"11.63%",6,"0.78%",64,"8.27%"
"УИК №1889",2819,2500,0,824,5,1671,5,819,8,816,40,18,11,22,6,0,0,0,0,23,"2.79%",9,"1.09%",12,"1.46%",267,"32.40%",12,"1.46%",1,"0.12%",115,"13.96%",21,"2.55%",85,"10.32%",2,"0.24%",89,"10.80%",106,"12.86%",1,"0.12%",73,"8.86%"
"УИК №1890",2104,2000,0,649,6,1345,6,643,20,629,40,16,33,24,6,0,0,0,0,11,"1.69%",8,"1.23%",10,"1.54%",245,"37.75%",7,"1.08%",0,"0.00%",121,"18.64%",13,"2.00%",52,"8.01%",0,"0.00%",50,"7.70%",68,"10.48%",3,"0.46%",41,"6.32%"
"УИК №1891",2230,2000,0,708,5,1287,5,708,19,694,40,19,31,21,9,0,0,0,0,11,"1.54%",7,"0.98%",22,"3.09%",248,"34.78%",24,"3.37%",2,"0.28%",110,"15.43%",15,"2.10%",52,"7.29%",5,"0.70%",41,"5.75%",80,"11.22%",3,"0.42%",74,"10.38%"
"УИК №1892",2272,2000,0,723,1,1276,1,722,18,705,40,17,17,23,18,0,0,0,0,19,"2.63%",6,"0.83%",21,"2.90%",259,"35.82%",8,"1.11%",3,"0.41%",86,"11.89%",17,"2.35%",68,"9.41%",0,"0.00%",68,"9.41%",77,"10.65%",2,"0.28%",71,"9.82%"
"УИК №1893",2292,2000,0,664,3,1333,3,662,26,639,40,32,14,8,3,0,0,0,0,26,"3.91%",7,"1.05%",15,"2.26%",228,"34.29%",7,"1.05%",1,"0.15%",54,"8.12%",21,"3.16%",53,"7.97%",3,"0.45%",57,"8.57%",68,"10.23%",2,"0.30%",97,"14.59%"
"УИК №1894",2377,2000,0,689,5,1306,5,689,23,671,40,23,10,17,3,0,0,0,0,24,"3.46%",4,"0.58%",23,"3.31%",233,"33.57%",9,"1.30%",3,"0.43%",80,"11.53%",26,"3.75%",56,"8.07%",1,"0.14%",58,"8.36%",58,"8.36%",4,"0.58%",92,"13.26%"
"УИК №1895",1778,1500,0,577,3,920,3,577,14,566,30,25,11,5,7,0,0,0,0,21,"3.62%",7,"1.21%",11,"1.90%",211,"36.38%",12,"2.07%",1,"0.17%",69,"11.90%",9,"1.55%",45,"7.76%",1,"0.17%",42,"7.24%",68,"11.72%",3,"0.52%",66,"11.38%"
"УИК №1896",2407,2000,0,671,3,1326,3,671,4,670,40,20,17,20,4,0,0,0,0,27,"4.01%",10,"1.48%",9,"1.34%",211,"31.31%",10,"1.48%",2,"0.30%",79,"11.72%",25,"3.71%",71,"10.53%",2,"0.30%",87,"12.91%",53,"7.86%",0,"0.00%",84,"12.46%"
"УИК №1897",2568,2500,0,771,1,1728,1,771,10,762,85,78,18,7,4,0,0,0,0,27,"3.50%",5,"0.65%",13,"1.68%",265,"34.33%",19,"2.46%",4,"0.52%",77,"9.97%",23,"2.98%",68,"8.81%",1,"0.13%",113,"14.64%",86,"11.14%",2,"0.26%",59,"7.64%"
"УИК №1898",2174,2000,0,653,2,1345,2,651,22,631,40,24,9,16,6,0,0,0,0,16,"2.45%",3,"0.46%",14,"2.14%",208,"31.85%",12,"1.84%",2,"0.31%",78,"11.94%",20,"3.06%",35,"5.36%",4,"0.61%",49,"7.50%",76,"11.64%",4,"0.61%",110,"16.85%"
"УИК №1899",2003,2000,0,638,4,1358,4,630,19,615,40,19,8,21,5,0,0,0,0,30,"4.73%",4,"0.63%",14,"2.21%",194,"30.60%",6,"0.95%",2,"0.32%",72,"11.36%",11,"1.74%",58,"9.15%",1,"0.16%",53,"8.36%",71,"11.20%",2,"0.32%",97,"15.30%"
"УИК №1900",1674,1500,0,459,1,1040,1,456,14,443,30,21,8,9,8,0,0,0,0,20,"4.38%",5,"1.09%",7,"1.53%",162,"35.45%",6,"1.31%",1,"0.22%",64,"14.00%",9,"1.97%",31,"6.78%",3,"0.66%",19,"4.16%",36,"7.88%",2,"0.44%",78,"17.07%"
"УИК №1901",2569,2500,0,771,5,1724,5,771,14,762,50,34,7,16,6,0,0,0,0,14,"1.80%",8,"1.03%",17,"2.19%",267,"34.41%",21,"2.71%",1,"0.13%",67,"8.63%",13,"1.68%",80,"10.31%",0,"0.00%",64,"8.25%",107,"13.79%",3,"0.39%",100,"12.89%"
"УИК №1902",1925,1500,0,584,4,912,4,584,9,579,50,43,15,7,4,0,0,0,0,12,"2.04%",8,"1.36%",9,"1.53%",196,"33.33%",9,"1.53%",0,"0.00%",51,"8.67%",14,"2.38%",55,"9.35%",1,"0.17%",47,"7.99%",72,"12.24%",4,"0.68%",101,"17.18%"
"УИК №1903",1833,1500,0,564,8,928,8,563,8,563,30,20,6,10,7,0,0,0,0,20,"3.50%",3,"0.53%",11,"1.93%",235,"41.16%",9,"1.58%",2,"0.35%",55,"9.63%",7,"1.23%",39,"6.83%",0,"0.00%",49,"8.58%",56,"9.81%",2,"0.35%",75,"13.13%"
"УИК №1904",2089,2000,0,635,7,1358,7,634,14,627,40,29,12,11,5,0,0,0,0,10,"1.56%",7,"1.09%",11,"1.72%",232,"36.19%",15,"2.34%",1,"0.16%",62,"9.67%",14,"2.18%",44,"6.86%",1,"0.16%",69,"10.76%",73,"11.39%",2,"0.31%",86,"13.42%"
"УИК №1905",2033,2000,0,669,5,1326,5,669,11,663,40,20,14,20,8,0,0,0,0,22,"3.26%",8,"1.19%",20,"2.97%",211,"31.31%",10,"1.48%",4,"0.59%",67,"9.94%",14,"2.08%",65,"9.64%",4,"0.59%",72,"10.68%",69,"10.24%",5,"0.74%",92,"13.65%"
"УИК №1906",1909,1500,0,600,7,893,7,600,9,598,40,22,9,18,4,0,0,0,0,12,"1.98%",6,"0.99%",15,"2.47%",226,"37.23%",5,"0.82%",1,"0.16%",65,"10.71%",10,"1.65%",41,"6.75%",1,"0.16%",53,"8.73%",96,"15.82%",4,"0.66%",63,"10.38%"
"УИК №1907",1868,1500,0,558,6,936,6,558,11,553,30,20,6,10,4,0,0,0,0,18,"3.19%",5,"0.89%",14,"2.48%",204,"36.17%",2,"0.35%",2,"0.35%",49,"8.69%",14,"2.48%",44,"7.80%",4,"0.71%",60,"10.64%",70,"12.41%",4,"0.71%",63,"11.17%"
"УИК №1908",2148,2000,0,655,1,1344,1,653,10,644,40,25,14,15,9,0,0,0,0,15,"2.29%",4,"0.61%",19,"2.91%",231,"35.32%",8,"1.22%",3,"0.46%",65,"9.94%",17,"2.60%",65,"9.94%",3,"0.46%",67,"10.24%",65,"9.94%",1,"0.15%",81,"12.39%"
"УИК №1909",2411,2000,0,708,1,1291,1,702,26,677,40,19,12,21,5,0,0,0,0,16,"2.28%",7,"0.99%",17,"2.42%",228,"32.43%",8,"1.14%",4,"0.57%",82,"11.66%",10,"1.42%",50,"7.11%",4,"0.57%",75,"10.67%",76,"10.81%",1,"0.14%",99,"14.08%"
"УИК №1910",2077,2000,0,658,5,1337,5,656,11,650,40,24,3,16,6,0,0,0,0,16,"2.42%",12,"1.82%",22,"3.33%",212,"32.07%",11,"1.66%",0,"0.00%",86,"13.01%",12,"1.82%",60,"9.08%",1,"0.15%",49,"7.41%",76,"11.50%",2,"0.30%",91,"13.77%"
"УИК №1911",2389,2000,0,712,4,1284,4,710,9,705,40,29,3,11,1,0,0,0,0,19,"2.66%",16,"2.24%",11,"1.54%",253,"35.43%",10,"1.40%",1,"0.14%",102,"14.29%",11,"1.54%",56,"7.84%",2,"0.28%",60,"8.40%",77,"10.78%",3,"0.42%",84,"11.76%"
"УИК №1912",2180,2000,0,689,8,1303,8,688,13,683,40,23,10,17,1,0,0,0,0,21,"3.02%",8,"1.15%",26,"3.74%",199,"28.59%",15,"2.16%",0,"0.00%",83,"11.93%",19,"2.73%",72,"10.34%",4,"0.57%",48,"6.90%",98,"14.08%",3,"0.43%",87,"12.50%"
"УИК №1913",2561,2500,0,799,4,1697,4,796,17,783,40,22,9,18,7,0,0,0,0,18,"2.25%",7,"0.88%",23,"2.88%",219,"27.38%",19,"2.38%",1,"0.13%",76,"9.50%",14,"1.75%",61,"7.63%",0,"0.00%",60,"7.50%",98,"12.25%",5,"0.63%",182,"22.75%"
"УИК №1914",2754,2500,0,855,3,1642,3,854,14,843,40,40,15,0,10,0,0,0,0,19,"2.22%",6,"0.70%",24,"2.80%",325,"37.92%",16,"1.87%",0,"0.00%",78,"9.10%",12,"1.40%",59,"6.88%",0,"0.00%",46,"5.37%",93,"10.85%",8,"0.93%",157,"18.32%"
"УИК №1915",2243,2000,0,646,11,1343,11,644,10,645,40,23,5,17,6,0,0,0,0,7,"1.07%",5,"0.76%",15,"2.29%",280,"42.75%",4,"0.61%",0,"0.00%",83,"12.67%",6,"0.92%",72,"10.99%",4,"0.61%",43,"6.56%",55,"8.40%",1,"0.15%",70,"10.69%"
"УИК №1916",2217,2000,0,705,24,1271,24,705,5,724,40,29,10,11,5,0,0,0,0,24,"3.29%",8,"1.10%",24,"3.29%",246,"33.74%",10,"1.37%",2,"0.27%",81,"11.11%",11,"1.51%",75,"10.29%",1,"0.14%",66,"9.05%",98,"13.44%",1,"0.14%",77,"10.56%"
"УИК №1917",2477,2000,0,813,5,1182,5,812,13,804,40,24,9,16,1,0,0,0,0,19,"2.33%",9,"1.10%",32,"3.92%",271,"33.17%",13,"1.59%",2,"0.24%",93,"11.38%",22,"2.69%",72,"8.81%",4,"0.49%",76,"9.30%",105,"12.85%",2,"0.24%",84,"10.28%"
"УИК №1918",2300,2000,0,653,6,1341,6,653,11,648,40,32,10,8,8,0,0,0,0,27,"4.10%",12,"1.82%",14,"2.12%",199,"30.20%",13,"1.97%",3,"0.46%",65,"9.86%",23,"3.49%",70,"10.62%",0,"0.00%",69,"10.47%",77,"11.68%",8,"1.21%",68,"10.32%"
"УИК №1919",2202,2000,0,692,4,1304,4,692,13,683,40,31,14,9,3,0,0,0,0,20,"2.87%",10,"1.44%",15,"2.16%",241,"34.63%",14,"2.01%",3,"0.43%",71,"10.20%",20,"2.87%",64,"9.20%",2,"0.29%",60,"8.62%",87,"12.50%",1,"0.14%",75,"10.78%"
"УИК №1920",2210,2000,0,653,6,1341,6,653,18,641,40,28,10,12,2,0,0,0,0,26,"3.95%",5,"0.76%",13,"1.97%",237,"35.96%",11,"1.67%",2,"0.30%",77,"11.68%",16,"2.43%",69,"10.47%",1,"0.15%",55,"8.35%",62,"9.41%",3,"0.46%",64,"9.71%"
"УИК №1921",1152,1000,0,327,2,671,2,327,5,324,30,6,8,24,0,0,0,0,0,15,"4.56%",1,"0.30%",3,"0.91%",105,"31.91%",14,"4.26%",0,"0.00%",35,"10.64%",17,"5.17%",34,"10.33%",0,"0.00%",37,"11.25%",34,"10.33%",1,"0.30%",28,"8.51%"
"УИК №1922",2317,2000,0,649,4,1347,4,649,11,642,40,14,7,26,7,0,0,0,0,14,"2.14%",5,"0.77%",17,"2.60%",254,"38.90%",6,"0.92%",2,"0.31%",72,"11.03%",17,"2.60%",57,"8.73%",1,"0.15%",69,"10.57%",66,"10.11%",2,"0.31%",60,"9.19%"
"УИК №1923",2533,2500,0,722,4,1774,4,706,8,702,40,20,15,20,10,0,0,0,0,25,"3.52%",9,"1.27%",13,"1.83%",211,"29.72%",22,"3.10%",2,"0.28%",86,"12.11%",30,"4.23%",99,"13.94%",1,"0.14%",80,"11.27%",72,"10.14%",1,"0.14%",51,"7.18%"
"УИК №1924",2268,2000,0,739,6,1255,6,738,14,730,50,36,11,14,17,0,0,0,0,26,"3.49%",10,"1.34%",15,"2.02%",255,"34.27%",14,"1.88%",2,"0.27%",87,"11.69%",19,"2.55%",68,"9.14%",0,"0.00%",91,"12.23%",80,"10.75%",3,"0.40%",60,"8.06%"
"УИК №1927",2690,2500,0,778,10,1712,10,768,9,769,40,18,18,22,7,0,0,0,0,45,"5.78%",15,"1.93%",16,"2.06%",250,"32.13%",10,"1.29%",2,"0.26%",63,"8.10%",43,"5.53%",84,"10.80%",2,"0.26%",110,"14.14%",93,"11.95%",2,"0.26%",34,"4.37%"
"УИК №1928",2417,2000,0,627,10,1363,10,619,7,622,40,20,17,20,4,0,0,0,0,23,"3.66%",10,"1.59%",9,"1.43%",192,"30.52%",10,"1.59%",1,"0.16%",76,"12.08%",28,"4.45%",55,"8.74%",4,"0.64%",105,"16.69%",57,"9.06%",10,"1.59%",42,"6.68%"
"УИК №1929",192,150,0,58,0,92,0,58,1,57,20,2,4,18,0,0,0,0,0,0,"0.00%",1,"1.72%",1,"1.72%",32,"55.17%",1,"1.72%",0,"0.00%",11,"18.97%",0,"0.00%",1,"1.72%",0,"0.00%",1,"1.72%",5,"8.62%",0,"0.00%",4,"6.90%"
"УИК №1930",2472,2000,0,779,6,1215,6,779,19,766,40,32,6,8,7,0,0,0,0,23,"2.93%",10,"1.27%",11,"1.40%",295,"37.58%",9,"1.15%",0,"0.00%",90,"11.46%",16,"2.04%",53,"6.75%",3,"0.38%",59,"7.52%",104,"13.25%",4,"0.51%",89,"11.34%"
"УИК №1931",2504,2500,0,749,3,1748,3,741,11,733,40,26,8,14,17,0,0,0,0,28,"3.76%",7,"0.94%",15,"2.02%",256,"34.41%",15,"2.02%",2,"0.27%",78,"10.48%",19,"2.55%",68,"9.14%",3,"0.40%",89,"11.96%",89,"11.96%",2,"0.27%",62,"8.33%"
"УИК №1932",2436,2000,0,798,3,1199,3,794,21,776,40,26,7,14,4,0,0,0,0,19,"2.38%",13,"1.63%",19,"2.38%",279,"35.01%",11,"1.38%",2,"0.25%",84,"10.54%",26,"3.26%",64,"8.03%",2,"0.25%",122,"15.31%",34,"4.27%",4,"0.50%",97,"12.17%"
"УИК №1933",2037,2000,0,686,1,1313,1,686,10,677,50,42,9,8,4,0,0,0,0,27,"3.93%",6,"0.87%",18,"2.62%",238,"34.64%",11,"1.60%",2,"0.29%",71,"10.33%",16,"2.33%",71,"10.33%",3,"0.44%",74,"10.77%",73,"10.63%",1,"0.15%",66,"9.61%"
